"presence_class","distance_to_nearest_castor_km","elevation","NDVI","t_mean_c","prec_mean_annual","eco_values"
"libellula",5.82704246253318,1333,0.836116666666667,6.1854166666667,122.5,97
"libellula",14.1884628569848,1159,0.75725,7.4666666666667,116.5625,97
"libellula",43.4886125498182,1566,0.832366666666667,5.91250000000002,142.9375,97
"libellula",51.2053991275441,1557,0.83345,5.63541666666669,183.854166666667,97
"libellula",5.0001701982849,890,0.808188888888889,9.00833333333338,118.770833333333,97
"libellula",7.0708421402678,888,0.802577777777778,8.00000000000006,154.3125,97
"libellula",14.1419202747087,1120,0.850383333333333,8.03125000000006,113.791666666667,97
"libellula",7.07088812934302,1651,0.858911111111111,4.91041666666672,114.604166666667,97
"libellula",4.27050348558711,554,0.7745,10.1250000000001,105.729166666667,97
"libellula",5.66437622039219,443,0.847127777777778,12.1833333333334,101.791666666667,97
"libellula",10.000296931887,1028,0.882011111111111,8.42500000000001,114.3125,97
"libellula",0.16371187087306,412,0.810255555555556,11.1083333333333,84.1666666666667,97
"libellula",0.160486796116967,412,0.810255555555556,11.1083333333333,84.1666666666667,97
"libellula",2.40404538036516,1139,0.837238888888889,6.86250000000001,156.1875,97
"libellula",0.244359178021001,556,0.81435,10.13125,94.7083333333333,97
"libellula",0,781,0.819061111111111,9.39166666666671,105.520833333333,97
"libellula",2.83388459283137,343,0.843644444444444,11.4125,79.5625,97
"libellula",0,727,0.814594444444444,9.52708333333334,98.375,97
"libellula",4.99945426903763,650,0.780533333333333,9.80625000000003,101.479166666667,97
"libellula",2.27409296336899,527,0.824533333333333,10.4020833333334,94.1875,97
"libellula",0.852948920802684,373,0.696622222222222,11.21875,86.7083333333333,97
"libellula",64.7082041291364,1528,0.735405555555556,7.35416666666669,176.770833333333,97
"libellula",2.66791074648753,629,0.736416666666667,10.1520833333333,94.9166666666667,97
"libellula",4.99964079969026,1268,0.891305555555556,6.79583333333335,101.854166666667,97
"libellula",0,605,0.802838888888889,10.6020833333334,91.5833333333333,97
"libellula",5.15280883399621,623,0.858916666666667,11.2520833333334,116.479166666667,97
"libellula",0.66602083943555,563,0.821355555555555,10.6125,109.270833333333,97
"libellula",3.20990647084317,332,0.849511111111111,11.175,83.7083333333333,97
"libellula",1.27561853322285,482,0.735433333333333,10.95625,80.8958333333333,97
"libellula",2.2307053251348,532,0.845738888888889,10.3875,95.2708333333333,97
"libellula",57.9114093822413,1265,0.872455555555556,8.76875000000001,149.229166666667,97
"libellula",49.2110408037717,1786,0.769794444444444,4.63750000000005,149.541666666667,97
"libellula",2.9937573482764,463,0.773333333333333,10.6291666666667,87.6875,97
"libellula",47.5106741894323,1362,0.839544444444444,6.84791666666672,141.8125,97
"libellula",2.78214565059333,617,0.830688888888889,11.0354166666667,125.604166666667,97
"libellula",3.09252249594804,494,0.7972,10.8229166666667,85.4166666666667,97
"libellula",1.91823282869961,525,0.796616666666667,10.3875,95.2708333333333,97
"libellula",23.6522300243787,1724,0.720066666666667,3.89166666666671,89,97
"libellula",14.9992662279278,855,0.794344444444445,8.76875000000001,94.4166666666667,97
"libellula",9.99949103486214,1188,0.810577777777778,7.87916666666672,138.625,97
"libellula",6.08047382862626,618,0.853616666666667,11.0333333333334,89.8125,97
"libellula",4.9993799013133,1072,0.7859,5.79166666666669,152.291666666667,97
"libellula",4.99949600439658,848,0.782055555555556,8.96875000000006,123.5625,97
"libellula",9.99991948715006,892,0.831255555555555,8.7479166666667,111.25,97
"libellula",4.96293543448608,727,0.844955555555555,9.22916666666669,100.770833333333,97
"libellula",0,826,0.834522222222222,9.7791666666667,107.9375,97
"libellula",0.746370917276932,410,0.810266666666667,10.9104166666667,84.2708333333333,97
"libellula",0,845,0.87035,10.05625,90.7916666666667,97
"libellula",7.21436139722609,496,0.825061111111111,12.0791666666667,107.645833333333,97
"libellula",2.14016743872598,509,0.801255555555556,10.6270833333334,89,97
"libellula",0,1202,0.824005555555555,7.47708333333338,97,97
"libellula",1.63135949698041,561,0.867411111111111,10.6041666666667,80.75,97
"libellula",0.343095757135289,477,0.823777777777778,10.8375,80.5,97
"libellula",20.6154648311243,2030,0.80185,2.13333333333338,71.7083333333333,97
"libellula",18.0279630606874,1514,0.804783333333333,5.06875000000002,174.8125,97
"libellula",2.82430401175069,533,0.810872222222222,10.4729166666667,109.8125,97
"libellula",0.85057806053337,373,0.696622222222222,11.21875,86.7083333333333,97
"libellula",5.6518166330674,443,0.818127777777778,12.1833333333334,101.791666666667,97
"libellula",2.99132160305039,463,0.773333333333333,10.6291666666667,87.6875,97
"libellula",3.73106868835106,489,0.800355555555556,11.2833333333334,109.8125,97
"libellula",1.18339082223182,531,0.872538888888889,10.6375,115.416666666667,97
"libellula",4.99989945627551,494,0.756505555555556,10.675,75.9375,97
"libellula",3.2062519503633,332,0.849511111111111,11.175,83.7083333333333,97
"libellula",21.2127598146477,2091,0.702583333333333,1.65625000000006,160.6875,97
"libellula",0,473,0.821733333333334,10.7354166666667,131.145833333333,97
"libellula",11.1799237207442,2110,0.159627777777778,1.87916666666672,159.875,98
"libellula",0,855,0.747722222222222,10.1020833333334,124.020833333333,101
"libellula",0,632,0.817666666666667,10.0979166666667,98.625,101
"libellula",0,592,0.883827777777778,10.2854166666667,78.8541666666667,101
"libellula",0,595,0.811711111111111,9.98125000000005,89.3958333333333,101
"libellula",4.9998961206141,624,0.833327777777778,10.0354166666667,82.875,101
"libellula",6.6463152803162,684,0.862022222222222,9.95833333333337,82.25,101
"libellula",4.99939034822208,667,0.847016666666667,9.98541666666671,87.7708333333333,101
"libellula",10.0003578869262,1067,0.817483333333333,7.44583333333338,114.145833333333,101
"libellula",4.99964408249689,587,0.571055555555556,10.2208333333334,86.7291666666667,102
"libellula",0,681,0.70905,10.1604166666667,99.6041666666667,102
"libellula",2.46717201759147,720,0.654911111111111,10.7270833333334,110.729166666667,102
"libellula",0,619,0.560266666666667,10.4354166666667,96.6458333333333,102
"libellula",2.08008956214728,823,0.705438888888889,10.23125,123.520833333333,102
"libellula",0,581,0.705222222222222,10.4083333333334,82.0208333333333,102
"libellula",0,679,0.676266666666667,11.3083333333334,105.458333333333,102
"libellula",4.99903543886268,616,0.712433333333334,10.1,86.4583333333333,102
"libellula",0,607,0.813955555555556,10.7166666666667,94.9791666666667,102
"libellula",0,717,0.583038888888889,10.4041666666667,93.1458333333333,102
"libellula",2.47812440700157,720,0.654911111111111,10.7270833333334,110.729166666667,102
"libellula",1.36796333383911,614,0.737272222222222,10.6333333333334,94.2291666666667,102
"libellula",2.46718235087213,720,0.654911111111111,10.7270833333334,110.729166666667,102
"libellula",4.99981677657202,655,0.634566666666667,10.0708333333334,110.8125,102
"libellula",0,582,0.634916666666667,10.45,82.9583333333333,102
"libellula",1.36792950098204,614,0.737272222222222,10.6333333333334,94.2291666666667,102
"libellula",5.00021987043432,541,0.62235,10.8229166666667,106.625,103
"libellula",0,509,0.651538888888889,10.5479166666667,85.2083333333333,103
"libellula",7.07116187876664,485,0.683233333333333,12.0791666666667,107.645833333333,103
"libellula",0,380,0.628833333333333,11.4791666666667,82.5,103
"libellula",5.02524337818576,297,0.597761111111111,11.6416666666667,85,103
"libellula",0,370,0.569988888888889,11.3125000000001,81.75,103
"libellula",5.00069273930849,691,0.616472222222222,10.925,112.145833333333,103
"libellula",51.3444601847204,1232,0.819605555555556,6.72500000000002,127.75,103
"libellula",0,419,0.666127777777778,11.1145833333334,78.1875,103
"libellula",0,954,0.741072222222222,8.56666666666672,104.1875,103
"libellula",0,372,0.588016666666667,11.20625,83.6666666666667,103
"libellula",0,540,0.7194,10.7583333333334,81.7916666666667,103
"libellula",0,439,0.523644444444444,12.0375,79.4791666666667,103
